,x,y
0,0.1,0.5780399293616841
1,0.198,0.5780399293616844
2,0.296,0.5780399293616841
3,0.394,0.5780399293616842
4,0.492,0.5780399293616841
5,0.59,0.5780399293616842
6,0.6880000000000001,0.5780399293616842
7,0.786,0.5780399293616842
8,0.884,0.5780399293616842
9,0.982,0.5780399293616842
10,1.08,0.5780399293616842
11,1.1780000000000002,0.5780399293616841
12,1.2760000000000002,0.5780399293616842
13,1.374,0.5780399293616842
14,1.4720000000000002,0.5780399293616842
15,1.57,0.5780399293616842
16,1.668,0.5780399293616844
17,1.7660000000000002,0.5780399293616844
18,1.864,0.5780399293616842
19,1.962,0.5780399293616841
20,2.06,0.5780399293616842
21,2.1580000000000004,0.5780399293616842
22,2.256,0.5780399293616842
23,2.354,0.5780399293616842
24,2.4520000000000004,0.5780399293616841
25,2.5500000000000003,0.5780399293616841
26,2.648,0.5780399293616842
27,2.746,0.5780399293616842
28,2.8440000000000003,0.5780399293616842
29,2.942,0.5780399293616842
30,3.04,0.5780399293616842
31,3.1380000000000003,0.5780399293616842
32,3.236,0.5780399293616841
33,3.334,0.5780399293616842
34,3.4320000000000004,0.5780399293616842
35,3.53,0.5780399293616841
36,3.628,0.5780399293616844
37,3.726,0.5780399293616842
38,3.824,0.5780399293616842
39,3.922,0.5780399293616842
40,4.02,0.5780399293616842
41,4.117999999999999,0.5780399293616842
42,4.216,0.5780399293616841
43,4.314,0.5780399293616842
44,4.412,0.5780399293616844
45,4.51,0.5780399293616842
46,4.608,0.5780399293616842
47,4.706,0.5780399293616841
48,4.804,0.5780399293616842
49,4.902,0.5780399293616842
